CSAFP,GEOID,NAME,NAMELSAD,LSAD,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON
324,324,"Lake Charles-Jennings, LA","Lake Charles-Jennings, LA CSA",M0,G3100,7771400431,1784449473,+30.0384253,-093.1901250
423,423,"Oskaloosa-Pella, IA","Oskaloosa-Pella, IA CSA",M0,G3100,2914652037,48051805,+41.3312607,-092.8641341
426,426,"Pensacola-Ferry Pass, FL-AL","Pensacola-Ferry Pass, FL-AL CSA",M0,G3100,6770586648,1003576909,+30.7971266,-087.1529238
104,104,"Albany-Schenectady, NY","Albany-Schenectady, NY CSA",M0,G3100,15652088637,527968755,+42.9540614,-073.9005139
106,106,"Albuquerque-Santa Fe-Las Vegas, NM","Albuquerque-Santa Fe-Las Vegas, NM CSA",M0,G3100,68435905962,184580417,+35.4964974,-106.4474101
108,108,"Amarillo-Borger, TX","Amarillo-Borger, TX CSA",M0,G3100,15637282173,106556684,+35.3328591,-101.8197224
146,146,"Bloomsburg-Berwick-Sunbury, PA","Bloomsburg-Berwick-Sunbury, PA CSA",M0,G3100,4444654205,86043744,+40.9233622,-076.7567768
147,147,"Boise City-Mountain Home-Ontario, ID-OR","Boise City-Mountain Home-Ontario, ID-OR CSA",M0,G3100,65102441726,357415794,+43.1502054,-116.6385243
148,148,"Boston-Worcester-Providence, MA-RI-NH-CT","Boston-Worcester-Providence, MA-RI-NH-CT CSA",M0,G3100,25126441330,7172325791,+42.3619187,-071.2724983
118,118,"Appleton-Oshkosh-Neenah, WI","Appleton-Oshkosh-Neenah, WI CSA",M0,G3100,3600805934,595637701,+44.2906032,-088.3723255
120,120,"Asheville-Brevard, NC","Asheville-Brevard, NC CSA",M0,G3100,6244526472,26900694,+35.5370583,-082.6996366
122,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA CSA",M0,G3100,30678613472,625997611,+33.7367725,-084.3069871
140,140,"Bend-Redmond-Prineville, OR","Bend-Redmond-Prineville, OR CSA",M0,G3100,15530862107,115847687,+44.0117712,-120.7653190
142,142,"Birmingham-Hoover-Talladega, AL","Birmingham-Hoover-Talladega, AL CSA",M0,G3100,21027017500,515733849,+33.4328726,-086.6017964
144,144,"Bloomington-Bedford, IN","Bloomington-Bedford, IN CSA",M0,G3100,3183092064,57193554,+39.0898578,-086.6013674
145,145,"Bloomington-Pontiac, IL","Bloomington-Pontiac, IL CSA",M0,G3100,6798763033,31763990,+40.6031570,-088.7449191
150,150,"Bowling Green-Glasgow, KY","Bowling Green-Glasgow, KY CSA",M0,G3100,6195515235,98399133,+37.0052725,-086.2141695
154,154,"Brownsville-Harlingen-Raymondville, TX","Brownsville-Harlingen-Raymondville, TX CSA",M0,G3100,3837509555,1499743575,+26.2749341,-097.5035498
160,160,"Buffalo-Cheektowaga, NY","Buffalo-Cheektowaga, NY CSA",M0,G3100,7442111350,2112399937,+42.7528032,-078.7396970
162,162,"Cape Coral-Fort Myers-Naples, FL","Cape Coral-Fort Myers-Naples, FL CSA",M0,G3100,7207687003,1902207118,+26.2649562,-081.5681397
164,164,"Cape Girardeau-Sikeston, MO-IL","Cape Girardeau-Sikeston, MO-IL CSA",M0,G3100,4796524271,88143071,+37.2669164,-089.7250783
168,168,"Cedar Rapids-Iowa City, IA","Cedar Rapids-Iowa City, IA CSA",M0,G3100,8266269836,58048631,+41.8834012,-091.6416189
170,170,"Charleston-Huntington-Ashland, WV-OH-KY","Charleston-Huntington-Ashland, WV-OH-KY CSA",M0,G3100,13821441003,145231910,+38.3468496,-082.1474648
172,172,"Charlotte-Concord, NC-SC","Charlotte-Concord, NC-SC CSA",M0,G3100,15342341233,326499690,+35.2077177,-080.8793480
174,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL","Chattanooga-Cleveland-Dalton, TN-GA-AL CSA",M0,G3100,13754743861,346925507,+35.0426796,-085.2494625
176,176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,27545281409,6298295534,+41.6992296,-088.0040867
178,178,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA",M0,G3100,12469579250,217484040,+39.0765775,-084.3393354
184,184,"Cleveland-Akron-Canton, OH","Cleveland-Akron-Canton, OH CSA",M0,G3100,15233906148,7928965651,+41.3909343,-081.5529775
185,185,"Cleveland-Indianola, MS","Cleveland-Indianola, MS CSA",M0,G3100,4077728563,99262689,+33.7126566,-090.7541908
188,188,"Clovis-Portales, NM","Clovis-Portales, NM CSA",M0,G3100,9975322762,26888508,+34.2215510,-103.4312415
190,190,"Columbia-Moberly-Mexico, MO","Columbia-Moberly-Mexico, MO CSA",M0,G3100,4818661459,39374827,+39.1957454,-092.1896514
192,192,"Columbia-Orangeburg-Newberry, SC","Columbia-Orangeburg-Newberry, SC CSA",M0,G3100,14087145134,440595941,+33.9835893,-081.0575461
194,194,"Columbus-Auburn-Opelika, GA-AL","Columbus-Auburn-Opelika, GA-AL CSA",M0,G3100,8133310210,99647350,+32.5578762,-085.0816045
198,198,"Columbus-Marion-Zanesville, OH","Columbus-Marion-Zanesville, OH CSA",M0,G3100,21928627856,220226081,+39.9840992,-082.7703228
204,204,"Corpus Christi-Kingsville-Alice, TX","Corpus Christi-Kingsville-Alice, TX CSA",M0,G3100,12920745335,3411421641,+27.4835699,-097.6205566
206,206,"Dallas-Fort Worth, TX-OK","Dallas-Fort Worth, TX-OK CSA",M0,G3100,42695660376,1772163430,+32.9421299,-096.8323426
209,209,"Davenport-Moline, IA-IL","Davenport-Moline, IA-IL CSA",M0,G3100,8811413886,183986444,+41.5104888,-090.5628927
212,212,"Dayton-Springfield-Sidney, OH","Dayton-Springfield-Sidney, OH CSA",M0,G3100,8064614220,49959100,+40.0142585,-084.1469490
216,216,"Denver-Aurora, CO","Denver-Aurora, CO CSA",M0,G3100,33820458714,263601364,+39.8155108,-104.7708866
217,217,"DeRidder-Fort Polk South, LA","DeRidder-Fort Polk South, LA CSA",M0,G3100,6436778132,57152784,+30.8949967,-093.2623440
218,218,"Des Moines-Ames-West Des Moines, IA","Des Moines-Ames-West Des Moines, IA CSA",M0,G3100,12320390018,90762817,+41.6856825,-093.7471069
220,220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,16915816057,1341022984,+42.5319462,-083.4402563
221,221,"Dixon-Sterling, IL","Dixon-Sterling, IL CSA",M0,G3100,3649533920,42431969,+41.7489964,-089.5885133
222,222,"Dothan-Enterprise-Ozark, AL","Dothan-Enterprise-Ozark, AL CSA",M0,G3100,7656481543,41245998,+31.3210368,-085.6163279
232,232,"Eau Claire-Menomonie, WI","Eau Claire-Menomonie, WI CSA",M0,G3100,6465724168,139672718,+44.9409807,-091.4886740
233,233,"Edwards-Glenwood Springs, CO","Edwards-Glenwood Springs, CO CSA",M0,G3100,14511005002,46801306,+39.5458209,-107.3766967
236,236,"Elmira-Corning, NY","Elmira-Corning, NY CSA",M0,G3100,4656543410,43929997,+42.2294220,-077.2391561
238,238,"El Paso-Las Cruces, TX-NM","El Paso-Las Cruces, TX-NM CSA",M0,G3100,24324880098,25261270,+31.8521499,-106.0546421
240,240,"Erie-Meadville, PA","Erie-Meadville, PA CSA",M0,G3100,4691462639,2031487589,+41.9423192,-080.1096480
244,244,"Fargo-Wahpeton, ND-MN","Fargo-Wahpeton, ND-MN CSA",M0,G3100,12941835034,52556702,+46.6520046,-096.8942298
246,246,"Fayetteville-Lumberton-Laurinburg, NC","Fayetteville-Lumberton-Laurinburg, NC CSA",M0,G3100,5980391091,28300176,+34.8456939,-079.1015367
248,248,"Findlay-Tiffin, OH","Findlay-Tiffin, OH CSA",M0,G3100,2803353808,10544790,+41.0613839,-083.3947527
258,258,"Fort Wayne-Huntington-Auburn, IN","Fort Wayne-Huntington-Auburn, IN CSA",M0,G3100,8197581279,89424082,+41.1112373,-085.2052943
260,260,"Fresno-Madera, CA","Fresno-Madera, CA CSA",M0,G3100,20966260711,179351952,+36.8794036,-119.6684884
264,264,"Gainesville-Lake City, FL","Gainesville-Lake City, FL CSA",M0,G3100,5237734421,266937221,+29.8951752,-082.5403651
266,266,"Grand Rapids-Wyoming-Muskegon, MI","Grand Rapids-Wyoming-Muskegon, MI CSA",M0,G3100,13267486600,8088890568,+42.9995950,-085.9599168
267,267,"Green Bay-Shawano, WI","Green Bay-Shawano, WI CSA",M0,G3100,8082902406,2596197114,+44.7414123,-088.1060865
268,268,"Greensboro--Winston-Salem--High Point, NC","Greensboro--Winston-Salem--High Point, NC CSA",M0,G3100,12845012068,188816451,+36.0933089,-080.0780467
273,273,"Greenville-Spartanburg-Anderson, SC","Greenville-Spartanburg-Anderson, SC CSA",M0,G3100,15533052699,442694852,+34.6749624,-082.2946168
274,274,"Greenville-Washington, NC","Greenville-Washington, NC CSA",M0,G3100,3844491651,347141067,+35.5287040,-077.0577185
276,276,"Harrisburg-York-Lebanon, PA","Harrisburg-York-Lebanon, PA CSA",M0,G3100,8823389473,135449971,+40.1598741,-076.9496057
338,338,"Lima-Van Wert-Celina, OH","Lima-Van Wert-Celina, OH CSA",M0,G3100,4339510814,44319105,+40.6666963,-084.3872644
277,277,"Harrisonburg-Staunton-Waynesboro, VA","Harrisonburg-Staunton-Waynesboro, VA CSA",M0,G3100,4840230838,21523705,+38.3242760,-078.9999391
278,278,"Hartford-West Hartford, CT","Hartford-West Hartford, CT CSA",M0,G3100,5645992679,515023073,+41.6278058,-072.4202538
280,280,"Hickory-Lenoir, NC","Hickory-Lenoir, NC CSA",M0,G3100,5385749727,89106316,+35.7914268,-081.5851793
284,284,"Hot Springs-Malvern, AR","Hot Springs-Malvern, AR CSA",M0,G3100,3348667710,165421720,+34.4579440,-093.0567378
339,339,"Lincoln-Beatrice, NE","Lincoln-Beatrice, NE CSA",M0,G3100,5854518367,56425834,+40.6038258,-096.8089713
288,288,"Houston-The Woodlands, TX","Houston-The Woodlands, TX CSA",M0,G3100,32444114514,4561478613,+29.7501880,-095.5416557
290,290,"Huntsville-Decatur-Albertville, AL","Huntsville-Decatur-Albertville, AL CSA",M0,G3100,10294089926,423346333,+34.5598079,-086.6160016
292,292,"Idaho Falls-Rexburg-Blackfoot, ID","Idaho Falls-Rexburg-Blackfoot, ID CSA",M0,G3100,24923917628,287711222,+43.6694779,-112.2048193
294,294,"Indianapolis-Carmel-Muncie, IN","Indianapolis-Carmel-Muncie, IN CSA",M0,G3100,18804419183,133571561,+39.6584090,-086.0733098
296,296,"Ithaca-Cortland, NY","Ithaca-Cortland, NY CSA",M0,G3100,2521151775,50905759,+42.5270204,-076.2679464
298,298,"Jackson-Vicksburg-Brookhaven, MS","Jackson-Vicksburg-Brookhaven, MS CSA",M0,G3100,16342818991,330052800,+32.2369138,-090.3580559
300,300,"Jacksonville-St. Marys-Palatka, FL-GA","Jacksonville-St. Marys-Palatka, FL-GA CSA",M0,G3100,11766686792,1978901609,+30.2373762,-081.7379409
304,304,"Johnson City-Kingsport-Bristol, TN-VA","Johnson City-Kingsport-Bristol, TN-VA CSA",M0,G3100,7418165030,122287322,+36.5043072,-082.4138067
306,306,"Johnstown-Somerset, PA","Johnstown-Somerset, PA CSA",M0,G3100,4565401332,30699076,+40.1785313,-078.8958676
308,308,"Jonesboro-Paragould, AR","Jonesboro-Paragould, AR CSA",M0,G3100,5292220688,32380447,+35.8157052,-090.6219717
309,309,"Joplin-Miami, MO-OK","Joplin-Miami, MO-OK CSA",M0,G3100,4491225736,47659824,+36.9948377,-094.4714560
310,310,"Kalamazoo-Battle Creek-Portage, MI","Kalamazoo-Battle Creek-Portage, MI CSA",M0,G3100,6155978147,1379743502,+42.2054220,-085.6937327
312,312,"Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS CSA",M0,G3100,29007938191,433150136,+39.0561001,-094.5588469
314,314,"Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN CSA",M0,G3100,12856319756,561716032,+36.0123983,-083.9067392
316,316,"Kokomo-Peru, IN","Kokomo-Peru, IN CSA",M0,G3100,1727113919,11570817,+40.6431199,-086.0808159
318,318,"Lafayette-Opelousas-Morgan City, LA","Lafayette-Opelousas-Morgan City, LA CSA",M0,G3100,12660643708,3848343115,+29.9930107,-091.9451706
320,320,"Lafayette-West Lafayette-Frankfort, IN","Lafayette-West Lafayette-Frankfort, IN CSA",M0,G3100,4357928292,19192560,+40.4685235,-086.8197647
330,330,"Lansing-East Lansing-Owosso, MI","Lansing-East Lansing-Owosso, MI CSA",M0,G3100,5771735152,70379731,+42.7712473,-084.4962443
332,332,"Las Vegas-Henderson, NV-AZ","Las Vegas-Henderson, NV-AZ CSA",M0,G3100,102005724342,868929132,+36.6256479,-115.4433836
336,336,"Lexington-Fayette--Richmond--Frankfort, KY","Lexington-Fayette--Richmond--Frankfort, KY CSA",M0,G3100,8577372707,100914961,+37.9730922,-084.3110185
340,340,"Little Rock-North Little Rock, AR","Little Rock-North Little Rock, AR CSA",M0,G3100,18515996058,456660783,+34.6341511,-092.1757551
346,346,"Longview-Marshall, TX","Longview-Marshall, TX CSA",M0,G3100,6941887519,109412135,+32.4316479,-094.6848340
348,348,"Los Angeles-Long Beach, CA","Los Angeles-Long Beach, CA CSA",M0,G3100,87944949842,3522173218,+34.4896909,-116.6262521
350,350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN","Louisville/Jefferson County--Elizabethtown--Madison, KY-IN CSA",M0,G3100,14366543274,255373685,+38.1962140,-085.7060872
352,352,"Lubbock-Levelland, TX","Lubbock-Levelland, TX CSA",M0,G3100,9313755014,21695151,+33.4969437,-101.8253125
356,356,"Macon-Bibb County--Warner Robins, GA","Macon-Bibb County--Warner Robins, GA CSA",M0,G3100,6469058114,58007220,+32.7236718,-083.6983483
357,357,"Madison-Janesville-Beloit, WI","Madison-Janesville-Beloit, WI CSA",M0,G3100,12583219233,266773580,+43.0849727,-089.5844861
404,404,"New Bern-Morehead City, NC","New Bern-Morehead City, NC CSA",M0,G3100,5237478225,2892540777,+35.0025802,-076.8177661
406,406,"New Orleans-Metairie-Hammond, LA-MS","New Orleans-Metairie-Hammond, LA-MS CSA",M0,G3100,14177136452,12275335732,+29.8055320,-089.7013821
358,358,"Manhattan-Junction City, KS","Manhattan-Junction City, KS CSA",M0,G3100,4753064898,137586243,+39.2684241,-096.5622422
359,359,"Mankato-New Ulm-North Mankato, MN","Mankato-New Ulm-North Mankato, MN CSA",M0,G3100,4681411434,112134581,+44.1797812,-094.3392561
360,360,"Mansfield-Ashland-Bucyrus, OH","Mansfield-Ashland-Bucyrus, OH CSA",M0,G3100,3418784657,24793276,+40.8213315,-082.5662956
408,408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,35877901655,8155953622,+41.0424552,-074.0076830
362,362,"Martin-Union City, TN-KY","Martin-Union City, TN-KY CSA",M0,G3100,3447629496,95226098,+36.3677319,-088.9663201
364,364,"Mayagüez-San Germán, PR","Mayagüez-San Germán, PR CSA",M0,G3100,803306879,892632776,+18.2606557,-067.1826234
365,365,"McAllen-Edinburg, TX","McAllen-Edinburg, TX CSA",M0,G3100,7236629682,46448965,+26.4695264,-098.4295375
366,366,"Medford-Grants Pass, OR","Medford-Grants Pass, OR CSA",M0,G3100,11452587599,52489292,+42.3969107,-123.0451010
368,368,"Memphis-Forrest City, TN-MS-AR","Memphis-Forrest City, TN-MS-AR CSA",M0,G3100,14556863550,337058948,+35.0129502,-089.9274844
370,370,"Miami-Fort Lauderdale-Port St. Lucie, FL","Miami-Fort Lauderdale-Port St. Lucie, FL CSA",M0,G3100,19312804118,4222243753,+26.5257757,-080.5069720
372,372,"Midland-Odessa, TX","Midland-Odessa, TX CSA",M0,G3100,7026472660,17049529,+32.0170445,-102.1732220
376,376,"Milwaukee-Racine-Waukesha, WI","Milwaukee-Racine-Waukesha, WI CSA",M0,G3100,9776685655,6230695559,+43.0999591,-088.0792474
378,378,"Minneapolis-St. Paul, MN-WI","Minneapolis-St. Paul, MN-WI CSA",M0,G3100,28832198543,1534296258,+45.0537777,-093.5169427
380,380,"Mobile-Daphne-Fairhope, AL","Mobile-Daphne-Fairhope, AL CSA",M0,G3100,7301733283,2206954259,+30.6673200,-087.9409985
382,382,"Modesto-Merced, CA","Modesto-Merced, CA CSA",M0,G3100,8886810008,158894015,+37.3512257,-120.8415096
384,384,"Monroe-Ruston-Bastrop, LA","Monroe-Ruston-Bastrop, LA CSA",M0,G3100,7132979278,159683652,+32.7100624,-092.2122365
390,390,"Morgantown-Fairmont, WV","Morgantown-Fairmont, WV CSA",M0,G3100,3412621587,28919932,+39.5350607,-079.9072444
393,393,"Moses Lake-Othello, WA","Moses Lake-Othello, WA CSA",M0,G3100,11925496263,302482404,+47.1071348,-119.1081348
394,394,"Mount Pleasant-Alma, MI","Mount Pleasant-Alma, MI CSA",M0,G3100,2955314438,21342459,+43.4728903,-084.7160974
396,396,"Myrtle Beach-Conway, SC-NC","Myrtle Beach-Conway, SC-NC CSA",M0,G3100,7243650895,1404662071,+33.7860509,-078.8277961
400,400,"Nashville-Davidson--Murfreesboro, TN","Nashville-Davidson--Murfreesboro, TN CSA",M0,G3100,20119392269,204516693,+35.9561848,-086.7624601
412,412,"North Port-Sarasota, FL","North Port-Sarasota, FL CSA",M0,G3100,6778370000,1291387894,+27.1771151,-082.1362139
416,416,"Oklahoma City-Shawnee, OK","Oklahoma City-Shawnee, OK CSA",M0,G3100,16315100904,196381614,+35.4002683,-097.4330755
420,420,"Omaha-Council Bluffs-Fremont, NE-IA","Omaha-Council Bluffs-Fremont, NE-IA CSA",M0,G3100,12636365447,184580218,+41.3226653,-096.0719117
422,422,"Orlando-Deltona-Daytona Beach, FL","Orlando-Deltona-Daytona Beach, FL CSA",M0,G3100,14544422126,2535564220,+28.6841404,-081.3727927
424,424,"Paducah-Mayfield, KY-IL","Paducah-Mayfield, KY-IL CSA",M0,G3100,4137510543,220908739,+37.0007643,-088.6603651
425,425,"Parkersburg-Marietta-Vienna, WV-OH","Parkersburg-Marietta-Vienna, WV-OH CSA",M0,G3100,3187592307,53853154,+39.2939948,-081.4807069
