CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON
248,45660,45660,"Tiffin, OH","Tiffin, OH Micro Area",M2,2,G3110,1427135405,4593158,+41.1200224,-083.1275037
,47080,47080,"Vidalia, GA","Vidalia, GA Micro Area",M2,2,G3110,1563141263,31476869,+32.1542390,-082.4113819
,48180,48180,"Waycross, GA","Waycross, GA Micro Area",M2,2,G3110,3193625842,47013715,+31.1331137,-082.3686504
198,49780,49780,"Zanesville, OH","Zanesville, OH Micro Area",M2,2,G3110,1721328071,20657330,+39.9660457,-081.9435064
,49300,49300,"Wooster, OH","Wooster, OH Micro Area",M2,2,G3110,1437257218,4885101,+40.8296612,-081.8871942
,48100,48100,"Wauchula, FL","Wauchula, FL Micro Area",M2,2,G3110,1651878523,1439673,+27.4928458,-081.8215798
,48540,48540,"Wheeling, WV-OH","Wheeling, WV-OH Metro Area",M1,1,G3110,2443371418,49371807,+39.9755090,-080.8470113
430,48260,48260,"Weirton-Steubenville, WV-OH","Weirton-Steubenville, WV-OH Metro Area",M1,1,G3110,1502240255,29714228,+40.3889142,-080.7019657
566,49660,49660,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA Metro Area",M1,1,G3110,4409156947,108718491,+41.2363015,-080.5618679
268,49180,49180,"Winston-Salem, NC","Winston-Salem, NC Metro Area",M1,1,G3110,5201851143,80932198,+36.0788515,-080.3450642
,47620,47620,"Warren, PA","Warren, PA Micro Area",M2,2,G3110,2289914221,37352304,+41.8436691,-079.3131731
548,49020,49020,"Winchester, VA-WV","Winchester, VA-WV Metro Area",M1,1,G3110,2753436712,16216599,+39.2729744,-078.4718276
468,48980,48980,"Wilson, NC","Wilson, NC Micro Area",M2,2,G3110,953483115,14477233,+35.7003569,-077.9215978
,48900,48900,"Wilmington, NC","Wilmington, NC Metro Area",M1,1,G3110,2749022198,516894112,+34.4260331,-077.8896340
548,47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",M1,1,G3110,16178106918,1124017724,+38.8169283,-077.4482275
558,48700,48700,"Williamsport, PA","Williamsport, PA Metro Area",M1,1,G3110,3182060991,39457017,+41.3436196,-077.0552254
274,47820,47820,"Washington, NC","Washington, NC Micro Area",M2,2,G3110,2143053946,338699480,+35.4823128,-076.8420144
276,49620,49620,"York-Hanover, PA","York-Hanover, PA Metro Area",M1,1,G3110,2341884216,16941833,+39.9217514,-076.7288887
545,47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",M1,1,G3110,6972345097,3214108085,+36.8560812,-076.3737908
,48060,48060,"Watertown-Fort Drum, NY","Watertown-Fort Drum, NY Metro Area",M1,1,G3110,3285858287,1524359917,+43.9965164,-076.0529023
,46540,46540,"Utica-Rome, NY","Utica-Rome, NY Metro Area",M1,1,G3110,6795981620,237487618,+43.3322887,-075.1731690
428,47220,47220,"Vineland-Bridgeton, NJ","Vineland-Bridgeton, NJ Metro Area",M1,1,G3110,1252937239,502091171,+39.3283874,-075.1216435
408,45940,45940,"Trenton, NJ","Trenton, NJ Metro Area",M1,1,G3110,581629671,11189320,+40.2825027,-074.7037240
408,45860,45860,"Torrington, CT","Torrington, CT Micro Area",M2,2,G3110,2384262297,62138320,+41.7918833,-073.2354042
,47240,47240,"Vineyard Haven, MA","Vineyard Haven, MA Micro Area",M2,2,G3110,267455894,1004127633,+41.3809686,-070.7015043
416,36420,36420,"Oklahoma City, OK","Oklahoma City, OK Metro Area",M1,1,G3110,14275025160,181554378,+35.4309676,-097.5069659
,37660,37660,"Parsons, KS","Parsons, KS Micro Area",M2,2,G3110,1671305806,20261080,+37.1914676,-095.2974732
,35060,35060,"Natchitoches, LA","Natchitoches, LA Micro Area",M2,2,G3110,3243341073,121033892,+31.7325509,-093.0826114
,38420,38420,"Platteville, WI","Platteville, WI Micro Area",M2,2,G3110,2970368436,94555361,+42.8700275,-090.6942288
376,39540,39540,"Racine, WI","Racine, WI Metro Area",M1,1,G3110,861267826,1190381792,+42.7540747,-087.4146760
,38820,38820,"Port Angeles, WA","Port Angeles, WA Micro Area",M2,2,G3110,4503157983,2413675940,+48.1109034,-123.8898599
,35440,35440,"Newport, OR","Newport, OR Micro Area",M2,2,G3110,2537576621,554316199,+44.6410607,-123.9112121
500,36500,36500,"Olympia-Tumwater, WA","Olympia-Tumwater, WA Metro Area",M1,1,G3110,1869969897,133393179,+46.9358216,-122.8301524
500,36020,36020,"Oak Harbor, WA","Oak Harbor, WA Micro Area",M2,2,G3110,539898564,800096272,+48.1585538,-122.6706492
440,38900,38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA Metro Area",M1,1,G3110,17311313130,356212910,+45.6006204,-122.4843457
488,34900,34900,"Napa, CA","Napa, CA Metro Area",M1,1,G3110,1938262912,104154062,+38.5070999,-122.3259045
500,34580,34580,"Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes, WA Metro Area",M1,1,G3110,4483833372,489315214,+48.4932917,-121.8157703
140,39260,39260,"Prineville, OR","Prineville, OR Micro Area",M2,2,G3110,7715900050,21091929,+44.1630537,-120.3715849
348,37100,37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA Metro Area",M1,1,G3110,4773381391,945947791,+34.3587415,-119.1331432
393,36830,36830,"Othello, WA","Othello, WA Micro Area",M2,2,G3110,4985669170,12622959,+47.0112378,-118.5128614
147,36620,36620,"Ontario, OR-ID","Ontario, OR-ID Micro Area",M2,2,G3110,26662232202,118070503,+43.2258691,-117.6199330
446,39420,39420,"Pullman, WA","Pullman, WA Micro Area",M2,2,G3110,5591999422,47939386,+46.9059441,-117.5353898
332,37220,37220,"Pahrump, NV","Pahrump, NV Micro Area",M2,2,G3110,47091002405,43207981,+37.9658636,-116.4590107
482,36260,36260,"Ogden-Clearfield, UT","Ogden-Clearfield, UT Metro Area",M1,1,G3110,18725460886,3639530112,+41.6218833,-113.0436525
,39140,39140,"Prescott, AZ","Prescott, AZ Metro Area",M1,1,G3110,21039920080,11501575,+34.6312117,-112.5773855
482,39340,39340,"Provo-Orem, UT","Provo-Orem, UT Metro Area",M1,1,G3110,13973702153,400847890,+39.8720670,-112.3590592
,38540,38540,"Pocatello, ID","Pocatello, ID Metro Area",M1,1,G3110,2880037048,91799953,+42.6929211,-112.2289819
,38060,38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ Metro Area",M1,1,G3110,37723752759,86675785,+33.1857653,-112.0678624
536,35700,35700,"Nogales, AZ","Nogales, AZ Micro Area",M2,2,G3110,3203593349,3088047,+31.5257330,-110.8452278
,37740,37740,"Payson, AZ","Payson, AZ Micro Area",M2,2,G3110,12323041468,97111975,+33.7896177,-110.8118696
,39220,39220,"Price, UT","Price, UT Micro Area",M2,2,G3110,3830974536,15891973,+39.6732840,-110.5884845
444,39380,39380,"Pueblo, CO","Pueblo, CO Metro Area",M1,1,G3110,6179911297,30284241,+38.1706581,-104.4898924
,37780,37780,"Pecos, TX","Pecos, TX Micro Area",M2,2,G3110,6825586561,17396681,+31.3083660,-103.7127060
188,38780,38780,"Portales, NM","Portales, NM Micro Area",M2,2,G3110,6339211624,18703747,+34.0214569,-103.4827248
372,36220,36220,"Odessa, TX","Odessa, TX Metro Area",M1,1,G3110,2325094451,10597923,+31.8653008,-102.5425068
,38380,38380,"Plainview, TX","Plainview, TX Micro Area",M2,2,G3110,2602115649,246678,+34.0684364,-101.8228879
,37420,37420,"Pampa, TX","Pampa, TX Micro Area",M2,2,G3110,2398261671,8700791,+35.4025424,-100.8123736
,35820,35820,"North Platte, NE","North Platte, NE Micro Area",M2,2,G3110,10343635304,32514480,+41.2306471,-100.7833204
,38180,38180,"Pierre, SD","Pierre, SD Micro Area",M2,2,G3110,8269316423,506021650,+44.4985048,-100.3705455
,35740,35740,"Norfolk, NE","Norfolk, NE Micro Area",M2,2,G3110,4076485455,18404444,+42.0431301,-097.4879515
,38620,38620,"Ponca City, OK","Ponca City, OK Micro Area",M2,2,G3110,2382084732,65369682,+36.8148851,-097.1438616
544,38920,38920,"Port Lavaca, TX","Port Lavaca, TX Micro Area",M2,2,G3110,1312707083,1361903486,+28.4417191,-096.5795739
420,36540,36540,"Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA Metro Area",M1,1,G3110,11266396052,148188348,+41.2904587,-095.9999701
,37300,37300,"Palestine, TX","Palestine, TX Micro Area",M2,2,G3110,2752130046,39879877,+31.8412615,-095.6617264
,37580,37580,"Paris, TX","Paris, TX Micro Area",M2,2,G3110,2349622228,67103153,+33.6672628,-095.5703477
538,34780,34780,"Muskogee, OK","Muskogee, OK Micro Area",M2,2,G3110,2099053116,75966893,+35.6175506,-095.3839106
312,36840,36840,"Ottawa, KS","Ottawa, KS Micro Area",M2,2,G3110,1480858186,13918274,+38.5580187,-095.2789618
,38260,38260,"Pittsburg, KS","Pittsburg, KS Micro Area",M2,2,G3110,1527463434,13609426,+37.5058198,-094.8538971
359,35580,35580,"New Ulm, MN","New Ulm, MN Micro Area",M2,2,G3110,1582681677,18634366,+44.2465415,-094.7336472
,34860,34860,"Nacogdoches, TX","Nacogdoches, TX Micro Area",M2,2,G3110,2451523994,89758782,+31.6205598,-094.6202497
,36940,36940,"Owatonna, MN","Owatonna, MN Micro Area",M2,2,G3110,1112775709,6976791,+44.0152607,-093.2204527
218,35500,35500,"Newton, IA","Newton, IA Micro Area",M2,2,G3110,1891773574,6565706,+41.6855513,-093.0541468
,36820,36820,"Oskaloosa, IA","Oskaloosa, IA Micro Area",M2,2,G3110,1478527868,6564804,+41.3307969,-092.6363663
,36900,36900,"Ottumwa, IA","Ottumwa, IA Micro Area",M2,2,G3110,2419122194,17733239,+40.8784769,-092.4164122
318,36660,36660,"Opelousas, LA","Opelousas, LA Micro Area",M2,2,G3110,2392904510,39047412,+30.5834409,-091.9892745
340,38220,38220,"Pine Bluff, AR","Pine Bluff, AR Metro Area",M1,1,G3110,5257911386,141461901,+34.0812083,-091.9457289
,35020,35020,"Natchez, MS-LA","Natchez, MS-LA Micro Area",M2,2,G3110,3002640391,195603634,+31.4818329,-091.5253306
448,39500,39500,"Quincy, IL-MO","Quincy, IL-MO Micro Area",M2,2,G3110,3523024916,56685924,+40.0271254,-091.3897781
209,34700,34700,"Muscatine, IA","Muscatine, IA Micro Area",M2,2,G3110,1132986201,30253390,+41.4837760,-091.1186992
308,37500,37500,"Paragould, AR","Paragould, AR Micro Area",M2,2,G3110,1496205816,4789584,+36.1206072,-090.5663459
,38740,38740,"Poplar Bluff, MO","Poplar Bluff, MO Micro Area",M2,2,G3110,1799185154,11194998,+36.7151802,-090.4031300
406,35380,35380,"New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area",M1,1,G3110,8293551780,12101115061,+29.8055320,-089.7013821
406,38100,38100,"Picayune, MS","Picayune, MS Micro Area",M2,2,G3110,2100183724,20778648,+30.7747929,-089.5869043
426,37900,37900,"Peoria, IL","Peoria, IL Metro Area",M1,1,G3110,6399733016,121934958,+40.7882548,-089.5147450
,37060,37060,"Oxford, MS","Oxford, MS Micro Area",M2,2,G3110,1636141756,123047582,+34.3492982,-089.4859026
176,36860,36860,"Ottawa-Peru, IL","Ottawa-Peru, IL Micro Area",M2,2,G3110,5605589861,76514728,+41.3564902,-089.1733849
424,37140,37140,"Paducah, KY-IL","Paducah, KY-IL Micro Area",M2,2,G3110,2708468361,207877231,+37.1341812,-088.6566679
118,36780,36780,"Oshkosh-Neenah, WI","Oshkosh-Neenah, WI Metro Area",M1,1,G3110,1125314828,373176432,+44.0857068,-088.6681488
145,38700,38700,"Pontiac, IL","Pontiac, IL Micro Area",M2,2,G3110,2704687496,4252884,+40.8943761,-088.5528518
,37540,37540,"Paris, TN","Paris, TN Micro Area",M2,2,G3110,1455159581,81742881,+36.3252950,-088.3002878
,34660,34660,"Murray, KY","Murray, KY Micro Area",M2,2,G3110,997205947,66492726,+36.6209783,-088.2740857
,37860,37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL Metro Area",M1,1,G3110,4321779039,983764582,+30.6554013,-087.1618275
,36980,36980,"Owensboro, KY","Owensboro, KY Metro Area",M1,1,G3110,2327090348,85986267,+37.6937232,-087.0770580
400,34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,1,G3110,16321410263,197967875,+36.0885065,-086.7266015
515,35660,35660,"Niles-Benton Harbor, MI","Niles-Benton Harbor, MI Metro Area",M1,1,G3110,1470458178,2625533765,+41.7926389,-086.7418216
266,34740,34740,"Muskegon, MI","Muskegon, MI Metro Area",M1,1,G3110,1295054226,2486391831,+43.2892579,-086.7518920
515,38500,38500,"Plymouth, IN","Plymouth, IN Micro Area",M2,2,G3110,1148993902,15834723,+41.3250032,-086.2690363
316,37940,37940,"Peru, IN","Peru, IN Micro Area",M2,2,G3110,968246955,9184625,+40.7728813,-086.0442585
294,35860,35860,"North Vernon, IN","North Vernon, IN Micro Area",M2,2,G3110,975364217,4546213,+38.9962339,-085.6281106
222,37120,37120,"Ozark, AL","Ozark, AL Micro Area",M2,2,G3110,1453371189,4016457,+31.4306536,-085.6094760
,37460,37460,"Panama City, FL","Panama City, FL Metro Area",M1,1,G3110,3398182520,1205718482,+30.1010953,-085.4749707
294,34620,34620,"Muncie, IN","Muncie, IN Metro Area",M1,1,G3110,1015607268,9792758,+40.2275433,-085.3992617
294,35220,35220,"New Castle, IN","New Castle, IN Micro Area",M2,2,G3110,1014954777,7655158,+39.9295911,-085.3973629
330,37020,37020,"Owosso, MI","Owosso, MI Micro Area",M2,2,G3110,1374710888,26336215,+42.9515446,-084.1463518
314,35460,35460,"Newport, TN","Newport, TN Micro Area",M2,2,G3110,1125573126,22116606,+35.9161980,-083.1192242
534,38840,38840,"Port Clinton, OH","Port Clinton, OH Micro Area",M2,2,G3110,660275590,855031761,+41.5454953,-083.0126127
170,39020,39020,"Portsmouth, OH","Portsmouth, OH Micro Area",M2,2,G3110,1580450320,15365075,+38.8148886,-082.9986750
184,35940,35940,"Norwalk, OH","Norwalk, OH Micro Area",M2,2,G3110,1272965337,8615925,+41.1450798,-082.5946410
412,35840,35840,"North Port-Sarasota-Bradenton, FL","North Port-Sarasota-Bradenton, FL Metro Area",M1,1,G3110,3364246958,826435641,+27.3642465,-082.3193366
,38580,38580,"Point Pleasant, WV-OH","Point Pleasant, WV-OH Micro Area",M2,2,G3110,2323941473,48259518,+38.7983911,-082.1805590
,36100,36100,"Ocala, FL","Ocala, FL Metro Area",M1,1,G3110,4112985503,193293405,+29.2028047,-082.0431004
412,39460,39460,"Punta Gorda, FL","Punta Gorda, FL Metro Area",M1,1,G3110,1764034033,458806771,+26.8689328,-081.9410769
300,37260,37260,"Palatka, FL","Palatka, FL Micro Area",M2,2,G3110,1885199824,256515596,+29.6060059,-081.7408939
192,35140,35140,"Newberry, SC","Newberry, SC Micro Area",M2,2,G3110,1631805482,44657974,+34.2897302,-081.6000526
184,35420,35420,"New Philadelphia-Dover, OH","New Philadelphia-Dover, OH Micro Area",M2,2,G3110,1470181125,9869084,+40.4474477,-081.4711573
425,37620,37620,"Parkersburg-Vienna, WV","Parkersburg-Vienna, WV Metro Area",M1,1,G3110,1550810383,33050972,+39.1415131,-081.4604099
162,34940,34940,"Naples-Immokalee-Marco Island, FL","Naples-Immokalee-Marco Island, FL Metro Area",M1,1,G3110,5176959832,792901545,+26.1187860,-081.4009553
422,36740,36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL Metro Area",M1,1,G3110,9012049786,1377779539,+28.4343480,-081.3558763
,35900,35900,"North Wilkesboro, NC","North Wilkesboro, NC Micro Area",M2,2,G3110,1953561144,6851576,+36.2088833,-081.1660949
370,36380,36380,"Okeechobee, FL","Okeechobee, FL Micro Area",M2,2,G3110,1991730024,318560291,+27.3855924,-080.8873884
192,36700,36700,"Orangeburg, SC","Orangeburg, SC Micro Area",M2,2,G3110,2864676300,56530748,+33.4361350,-080.8029131
,37340,37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL Metro Area",M1,1,G3110,2629960540,1402786334,+28.2983043,-080.7003309
370,38940,38940,"Port St. Lucie, FL","Port St. Lucie, FL Metro Area",M1,1,G3110,2888882297,843124181,+27.2326989,-080.4267701
430,35260,35260,"New Castle, PA","New Castle, PA Micro Area",M2,2,G3110,927644464,11783868,+40.9927352,-080.3344455
430,38300,38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,1,G3110,13678958451,157924987,+40.4343378,-079.8280615
,36340,36340,"Oil City, PA","Oil City, PA Micro Area",M2,2,G3110,1746387420,22148537,+41.4019797,-079.7544181
,38240,38240,"Pinehurst-Southern Pines, NC","Pinehurst-Southern Pines, NC Micro Area",M2,2,G3110,1807460825,20689517,+35.3082717,-079.4927248
160,36460,36460,"Olean, NY","Olean, NY Micro Area",M2,2,G3110,3388637065,36604688,+42.2390953,-078.6623347
450,37080,37080,"Oxford, NC","Oxford, NC Micro Area",M2,2,G3110,1374998243,14526326,+36.2998840,-078.6576338
396,34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",M1,1,G3110,5136165448,833808418,+33.9690951,-078.6127235
404,35100,35100,"New Bern, NC","New Bern, NC Metro Area",M1,1,G3110,3927063228,771504643,+35.1181789,-077.0825413
,39060,39060,"Pottsville, PA","Pottsville, PA Micro Area",M2,2,G3110,2016645898,10834897,+40.7036820,-076.2177878
428,37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,1,G3110,11920145588,693341961,+39.8951304,-075.3120032
,36300,36300,"Ogdensburg-Massena, NY","Ogdensburg-Massena, NY Micro Area",M2,2,G3110,6942148461,365344549,+44.4881125,-075.0743110
,36580,36580,"Oneonta, NY","Oneonta, NY Micro Area",M2,2,G3110,2594415308,36387176,+42.6297762,-075.0288410
428,36140,36140,"Ocean City, NJ","Ocean City, NJ Metro Area",M1,1,G3110,651209688,955666476,+39.0861425,-074.8477158
408,35620,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,1,G3110,21478408908,6689374328,+40.8987884,-073.9031302
,38460,38460,"Plattsburgh, NY","Plattsburgh, NY Micro Area",M2,2,G3110,2688025812,206355551,+44.7527120,-073.7056429
,38340,38340,"Pittsfield, MA","Pittsfield, MA Metro Area",M1,1,G3110,2400491048,50746697,+42.3753141,-073.2139479
408,35300,35300,"New Haven-Milford, CT","New Haven-Milford, CT Metro Area",M1,1,G3110,1565645638,667096946,+41.3497173,-072.9002037
278,35980,35980,"Norwich-New London, CT","Norwich-New London, CT Metro Area",M1,1,G3110,1722641876,276619712,+41.4726514,-072.1086329
148,39300,39300,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area",M1,1,G3110,4110362048,1681136832,+41.7016138,-071.2892856
438,38860,38860,"Portland-South Portland, ME","Portland-South Portland, ME Metro Area",M1,1,G3110,5388280775,2011849387,+43.6514172,-070.4183755
434,38660,38660,"Ponce, PR","Ponce, PR Metro Area",M1,1,G3110,1043352537,557666059,+18.0138142,-066.6750764
,33940,33940,"Montrose, CO","Montrose, CO Micro Area",M2,2,G3110,5804077510,4923261,+38.4075069,-108.2662815
,25700,25700,"Hays, KS","Hays, KS Micro Area",M2,2,G3110,2330762263,1197085,+38.9145957,-099.3173291
,33580,33580,"Mitchell, SD","Mitchell, SD Micro Area",M2,2,G3110,2253330418,5924177,+43.6750380,-097.9669366
,20340,20340,"Duncan, OK","Duncan, OK Micro Area",M2,2,G3110,2253930696,54690950,+34.4813609,-097.8556068
378,33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,1,G3110,19781159640,1248717247,+45.0612031,-093.3515965
217,22860,22860,"Fort Polk South, LA","Fort Polk South, LA Micro Area",M2,2,G3110,3439275943,35153783,+31.1105625,-093.1815202
,25460,25460,"Harrison, AR","Harrison, AR Micro Area",M2,2,G3110,3655085427,36153684,+36.0878092,-093.1620533
,24740,24740,"Greenville, MS","Greenville, MS Micro Area",M2,2,G3110,1877069901,94495553,+33.2731740,-090.9444459
,22540,22540,"Fond du Lac, WI","Fond du Lac, WI Metro Area",M1,1,G3110,1863635376,119885405,+43.7547219,-088.4932840
376,33340,33340,"Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI Metro Area",M1,1,G3110,3767864626,4835860493,+43.0176524,-087.4815485
,31580,31580,"Madisonville, KY","Madisonville, KY Micro Area",M2,2,G3110,1403763235,32165560,+37.3110702,-087.5421956
290,10700,10700,"Albertville, AL","Albertville, AL Micro Area",M2,2,G3110,1465524083,148503229,+34.3095637,-086.3216681
,23460,23460,"Gadsden, AL","Gadsden, AL Metro Area",M1,1,G3110,1386379576,34562865,+34.0476407,-086.0342629
258,11420,11420,"Angola, IN","Angola, IN Micro Area",M2,2,G3110,799725144,35458838,+41.6434670,-085.0024051
338,30620,30620,"Lima, OH","Lima, OH Metro Area",M1,1,G3110,1042470093,11266164,+40.7716274,-084.1061032
,34220,34220,"Moultrie, GA","Moultrie, GA Micro Area",M2,2,G3110,1416686380,25002138,+31.1897575,-083.7697405
360,31900,31900,"Mansfield, OH","Mansfield, OH Metro Area",M1,1,G3110,1282720855,12470884,+40.7741590,-082.5427812
360,11740,11740,"Ashland, OH","Ashland, OH Micro Area",M2,2,G3110,1095437930,9969085,+40.8432735,-082.2701270
412,11580,11580,"Arcadia, FL","Arcadia, FL Micro Area",M2,2,G3110,1649970328,6247257,+27.1905809,-081.8062531
,32300,32300,"Martinsville, VA","Martinsville, VA Micro Area",M2,2,G3110,1018634690,5415311,+36.6826470,-079.8739442
364,32420,32420,"Mayagüez, PR","Mayagüez, PR Metro Area",M1,1,G3110,230466486,508776154,+18.0838502,-067.8863370
490,11640,11640,"Arecibo, PR","Arecibo, PR Metro Area",M1,1,G3110,613215747,231819197,+18.4392239,-066.7599813
,25900,25900,"Hilo, HI","Hilo, HI Micro Area",M2,2,G3110,10433651107,2739477691,+19.5977643,-155.5024434
,11260,11260,"Anchorage, AK","Anchorage, AK Metro Area",M1,1,G3110,68154975065,2345684746,+62.2127844,-149.6782218
,21820,21820,"Fairbanks, AK","Fairbanks, AK Metro Area",M1,1,G3110,19019023800,275189755,+64.6923172,-146.6017326
,21700,21700,"Eureka-Arcata-Fortuna, CA","Eureka-Arcata-Fortuna, CA Micro Area",M2,2,G3110,9241007147,1254299668,+40.7066731,-123.9258181
,10140,10140,"Aberdeen, WA","Aberdeen, WA Micro Area",M2,2,G3110,4926218548,834956830,+47.1139993,-123.8266547
,11820,11820,"Astoria, OR","Astoria, OR Micro Area",M2,2,G3110,2147298715,661241626,+46.0245092,-123.7050140
366,24420,24420,"Grants Pass, OR","Grants Pass, OR Metro Area",M1,1,G3110,4246697356,5623906,+42.3869815,-123.5716261
,21660,21660,"Eugene, OR","Eugene, OR Metro Area",M1,1,G3110,11792794737,436681302,+43.9283286,-122.8976901
366,32780,32780,"Medford, OR","Medford, OR Metro Area",M1,1,G3110,7209372699,46860852,+42.4116284,-122.6756846
440,31020,31020,"Longview, WA","Longview, WA Metro Area",M1,1,G3110,2953144614,67322784,+46.1859234,-122.6586822
440,10540,10540,"Albany, OR","Albany, OR Metro Area",M1,1,G3110,5932815078,49654169,+44.4888982,-122.5372084
,26220,26220,"Hood River, OR","Hood River, OR Micro Area",M2,2,G3110,1351717728,29106865,+45.5117753,-121.6559762
382,33700,33700,"Modesto, CA","Modesto, CA Metro Area",M1,1,G3110,3870867629,51101821,+37.5623842,-121.0026557
382,32900,32900,"Merced, CA","Merced, CA Metro Area",M1,1,G3110,5011540709,112771056,+37.1948063,-120.7228019
,21260,21260,"Ellensburg, WA","Ellensburg, WA Micro Area",M2,2,G3110,5950707492,92362094,+47.1244443,-120.6767136
546,25260,25260,"Hanford-Corcoran, CA","Hanford-Corcoran, CA Metro Area",M1,1,G3110,3598582456,5468555,+36.0724780,-119.8155301
260,31460,31460,"Madera, CA","Madera, CA Metro Area",M1,1,G3110,5535058332,41957139,+37.2098213,-119.7498023
260,23420,23420,"Fresno, CA","Fresno, CA Metro Area",M1,1,G3110,15433278958,135402551,+36.7610058,-119.6550193
456,23820,23820,"Gardnerville Ranchos, NV","Gardnerville Ranchos, NV Micro Area",M2,2,G3110,1838162296,72317570,+38.9051292,-119.6090191
393,34180,34180,"Moses Lake, WA","Moses Lake, WA Micro Area",M2,2,G3110,6939890129,289550821,+47.2136328,-119.4677880
456,22280,22280,"Fernley, NV","Fernley, NV Micro Area",M2,2,G3110,5183310353,59602530,+39.0222125,-119.1974246
,25840,25840,"Hermiston-Pendleton, OR","Hermiston-Pendleton, OR Micro Area",M2,2,G3110,13589974524,84972099,+45.5446024,-119.0761934
,21980,21980,"Fallon, NV","Fallon, NV Micro Area",M2,2,G3110,12770148576,242405502,+39.5377100,-118.2641653
348,31080,31080,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",M1,1,G3110,12558589615,2202092049,+34.1090244,-118.1825492
446,34140,34140,"Moscow, ID","Moscow, ID Micro Area",M2,2,G3110,2786818332,2370271,+46.8189202,-116.7309737
,21220,21220,"Elko, NV","Elko, NV Micro Area",M2,2,G3110,55286157226,96830576,+40.9060857,-115.5545775
147,34300,34300,"Mountain Home, ID","Mountain Home, ID Micro Area",M2,2,G3110,7963532452,67386793,+43.3946984,-115.4712050
,20940,20940,"El Centro, CA","El Centro, CA Metro Area",M1,1,G3110,10817378445,790204917,+33.0408143,-115.3554001
,25200,25200,"Hailey, ID","Hailey, ID Micro Area",M2,2,G3110,12731890155,67489880,+43.3254856,-114.1973396
,33540,33540,"Missoula, MT","Missoula, MT Metro Area",M1,1,G3110,6715988454,64467912,+47.0272626,-113.8926807
,25740,25740,"Helena, MT","Helena, MT Micro Area",M2,2,G3110,13249027584,107682922,+46.8113536,-112.2840307
,22380,22380,"Flagstaff, AZ","Flagstaff, AZ Metro Area",M1,1,G3110,48222080889,110096951,+35.8296919,-111.7737277
,30860,30860,"Logan, UT-ID","Logan, UT-ID Metro Area",M1,1,G3110,4735323632,33319030,+41.8853462,-111.7860391
,24500,24500,"Great Falls, MT","Great Falls, MT Metro Area",M1,1,G3110,6988361955,34331733,+47.3164427,-111.3505710
482,25720,25720,"Heber, UT","Heber, UT Micro Area",M2,2,G3110,3048429878,79148299,+40.3348838,-111.1615683
,21740,21740,"Evanston, WY","Evanston, WY Micro Area",M2,2,G3110,5391916735,16345637,+41.2847255,-110.5589468
,24300,24300,"Grand Junction, CO","Grand Junction, CO Metro Area",M1,1,G3110,8621965147,31428362,+39.0194924,-108.4618366
,22140,22140,"Farmington, NM","Farmington, NM Metro Area",M1,1,G3110,14279077920,65425890,+36.5116245,-108.3245778
,23700,23700,"Gallup, NM","Gallup, NM Micro Area",M2,2,G3110,14114968741,14130257,+35.5838784,-108.2532659
106,24380,24380,"Grants, NM","Grants, NM Micro Area",M2,2,G3110,11757111073,5799905,+34.9320500,-108.0003740
,20420,20420,"Durango, CO","Durango, CO Micro Area",M2,2,G3110,4376816404,25396402,+37.2873673,-107.8397178
